Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,,
AIHS,Senmiao Technology Limited,3.79,$98.08M,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs,,,
SRTS,"Sensus Healthcare, Inc.",7.46,$120M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts,,,
SRTSW,"Sensus Healthcare, Inc.",0.9749,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw,,,
STNL,Sentinel Energy Services Inc.,10.07,$434.27M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl,,,
STNLU,Sentinel Energy Services Inc.,10.3018,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu,,,
STNLW,Sentinel Energy Services Inc.,0.93,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw,,,
SQBG,"Sequential Brands Group, Inc.",1.03,$66.21M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg,,,
MCRB,"Seres Therapeutics, Inc.",6,$245.14M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb,,,
SREV,"ServiceSource International, Inc.",1.2,$111.27M,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev,,,
SFBS,"ServisFirst Bancshares, Inc.",34.29,$1.83B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs,,,
SESN,"Sesen Bio, Inc.",0.8146,$63.1M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn,,,
SVBI,Severn Bancorp Inc,8.7,$110.67M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi,,,
SGBX,"SG Blocks, Inc.",2.925,$12.46M,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx,,,
SGOC,"SGOCO Group, Ltd",1.048,$79.13M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc,,,
SMED,Sharps Compliance Corp.,3.8,$61.31M,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed,,,
SHSP,"SharpSpring, Inc.",14.58,$125.23M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp,,,
SHEN,Shenandoah Telecommunications Co,48.38,$2.4B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen,,,
PIXY,"ShiftPixy, Inc.",1.35,$42M,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy,,,
SHLO,"Shiloh Industries, Inc.",5.88,$139.34M,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo,,,
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/scci,,,
TYHT,"Shineco, Inc.",0.5193,$13.98M,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht,,,
SCVL,"Shoe Carnival, Inc.",36.69,$566.28M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl,,,
SHBI,Shore Bancshares Inc,15.3,$195.07M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi,,,
SSTI,"ShotSpotter, Inc.",48.38,$523.56M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti,,,
SFLY,"Shutterfly, Inc.",46.97,$1.58B,2006,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly,,,
SIFI,"SI Financial Group, Inc.",13.67,$164.5M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi,,,
SIBN,"SI-BONE, Inc.",17.55,$427.09M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn,,,
SIEB,Siebert Financial Corp.,11.15,$302.8M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb,,,
SNNA,"Sienna Biopharmaceuticals, Inc.",3.11,$65.75M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna,,,
SIEN,"Sientra, Inc.",10.66,$304.87M,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien,,,
BSRR,Sierra Bancorp,27.16,$415.56M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr,,,
SRRA,"Sierra Oncology, Inc.",1.5,$111.55M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra,,,
SWIR,"Sierra Wireless, Inc.",15.69,$565.9M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir,,,
SIFY,Sify Technologies Limited,1.61,$287.68M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify,,,
SIGA,SIGA Technologies Inc.,6.79,$545.45M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga,,,
SGLB,"Sigma Labs, Inc.",2.1069,$18.33M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb,,,
SGLBW,"Sigma Labs, Inc.",0.75,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw,,,
SGMA,"SigmaTron International, Inc.",2.69,$11.38M,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma,,,
SBNY,Signature Bank,135.48,$7.23B,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny,,,
SLGN,Silgan Holdings Inc.,28.1,$3.11B,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn,,,
SILC,Silicom Ltd,39.03,$294.74M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc,,,
SLAB,"Silicon Laboratories, Inc.",86.45,$3.73B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab,,,
SIMO,Silicon Motion Technology Corporation,41.27,$1.49B,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo,,,
SAMG,Silvercrest Asset Management Group Inc.,15.51,$208.64M,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg,,,
SSNT,"SilverSun Technologies, Inc.",3.31,$14.9M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt,,,
SFNC,Simmons First National Corporation,26.1,$2.41B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc,,,
SLP,"Simulations Plus, Inc.",19.64,$342.91M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp,,,
SINA,Sina Corporation,61.64,$4.41B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina,,,
SBGI,"Sinclair Broadcast Group, Inc.",32.12,$3.12B,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi,,,
SINO,"Sino-Global Shipping America, Ltd.",0.8348,$11.33M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino,,,
SVA,"Sinovac Biotech, Ltd.",6.48,$460.87M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva,,,
SINT,"SiNtx Technologies, Inc.",0.2599,$5.66M,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint,,,
SG,"Sirius International Insurance Group, Ltd.",14.5,$1.67B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg,,,
SIRI,Sirius XM Holdings Inc.,5.9,$27.95B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri,,,
SRVA,"SIRVA, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srva,,,
SITO,"SITO Mobile, Ltd.",1.91,$48.59M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito,,,
SKYS,"Sky Solar Holdings, Ltd.",0.55,$28.84M,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys,,,
SKYW,"SkyWest, Inc.",54.72,$2.84B,1986,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw,,,
SWKS,"Skyworks Solutions, Inc.",83.58,$14.55B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks,,,
SNBR,Sleep Number Corporation,35.52,$1.18B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr,,,
SLM,SLM Corporation,11.08,$4.83B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm,,,
SLMBP,SLM Corporation,67.25,$269M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp,,,
SGH,"SMART Global Holdings, Inc.",28.45,$649.95M,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh,,,
SND,"Smart Sand, Inc.",2.8,$116.49M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd,,,
SMBK,"SmartFinancial, Inc.",19.22,$267.8M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk,,,
SMSI,"Smith Micro Software, Inc.",1.98,$61.31M,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi,,,
SMTX,SMTC Corporation,4.37,$101.34M,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx,,,
SRAX,"Social Reality, Inc.",3.51,$35.57M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/srax,,,
SCKT,"Socket Mobile, Inc.",1.9997,$11.76M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt,,,
SOHU,Sohu.com Limited ,21.41,$833.21M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu,,,
SLRC,Solar Capital Ltd.,20.84,$880.72M,2010,n/a,n/a,https://www.nasdaq.com/symbol/slrc,,,
SUNS,Solar Senior Capital Ltd.,16.68,$267.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/suns,,,
SEDG,"SolarEdge Technologies, Inc.",42.84,$1.96B,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg,,,
SLNO,"Soleno Therapeutics, Inc.",1.65,$35.37M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno,,,
SLNOW,"Soleno Therapeutics, Inc.",0.1,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow,,,
SLGL,Sol-Gel Technologies Ltd.,6.51,$123.36M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl,,,
SLDB,Solid Biosciences Inc.,7.59,$268.93M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb,,,
SNGX,"Soligenix, Inc.",0.88,$15.56M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx,,,
SNGXW,"Soligenix, Inc.",0.334,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngxw,,,
SNOA,"Sonoma Pharmaceuticals, Inc.",0.74,$8.26M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa,,,
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.021,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoaw,,,
SONO,"Sonos, Inc.",11.22,$1.13B,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sono,,,
SPHS,"Sophiris Bio, Inc.",1.1,$33.12M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sphs,,,
SORL,"SORL Auto Parts, Inc.",2.9,$55.98M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl,,,
SRNE,"Sorrento Therapeutics, Inc.",2.34,$286.12M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne,,,
SOHO,Sotherly Hotels Inc.,7.16,$101.74M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho,,,
SOHOB,Sotherly Hotels Inc.,24.7,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob,,,
SOHOO,Sotherly Hotels Inc.,24.1439,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohoo,,,
SOHOK,Sotherly Hotels LP,25.579,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohok,,,
SFBC,"Sound Financial Bancorp, Inc.",33.686,$85.7M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc,,,
SSB,South State Corporation,66.89,$2.44B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb,,,
SFST,"Southern First Bancshares, Inc.",37.85,$281.99M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfst,,,
SMBC,"Southern Missouri Bancorp, Inc.",35.27,$328.47M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/smbc,,,
SONA,"Southern National Bancorp of Virginia, Inc.",15.3,$368M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sona,,,
SBSI,"Southside Bancshares, Inc.",33.94,$1.15B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi,,,
SP,SP Plus Corporation,35.61,$809.79M,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp,,,
SGRP,"SPAR Group, Inc.",0.6027,$12.45M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp,,,
SPKE,"Spark Energy, Inc.",8.61,$300.31M,2014,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spke,,,
SPKEP,"Spark Energy, Inc.",22.75,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep,,,
ONCE,"Spark Therapeutics, Inc.",49.45,$1.87B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once,,,
SPAR,"Spartan Motors, Inc.",8.25,$290.19M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/spar,,,
SPTN,SpartanNash Company,21.39,$768.75M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/sptn,,,
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,22.8,$106.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwfi,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",11.6,$1.24B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi,,,
SPRO,"Spero Therapeutics, Inc.",10.13,$184.24M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro,,,
ANY,Sphere 3D Corp.,2.5,$4.91M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any,,,
SPEX,Spherix Incorporated,0.796,$6.8M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex,,,
SPI,"SPI Energy Co., Ltd.",3.5,$25.41M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi,,,
SAVE,"Spirit Airlines, Inc.",61.65,$4.21B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,,,
STXB,"Spirit of Texas Bancshares, Inc.",21.62,$262.39M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/stxb,,,
SPLK,Splunk Inc.,134.27,$19.84B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk,,,
SPOK,"Spok Holdings, Inc.",14.01,$272.58M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok,,,
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.67,$243.46M,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh,,,
SBPH,"Spring Bank Pharmaceuticals, Inc.",10.45,$171.73M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph,,,
FUND,"Sprott Focus Trust, Inc.",6.71,$174.63M,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund,,,
SFM,"Sprouts Farmers Market, Inc.",23.82,$3.04B,2013,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm,,,
SPSC,"SPS Commerce, Inc.",94.66,$1.67B,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc,,,
SSNC,"SS&C Technologies Holdings, Inc.",55.33,$13.88B,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc,,,
SSLJ,SSLJ.com Limited,0.46,$20.24M,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj,,,
SSRM,SSR Mining Inc.,13.52,$1.63B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm,,,
STAA,STAAR Surgical Company,36.45,$1.61B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa,,,
STAF,"Staffing 360 Solutions, Inc.",1.47,$8.41M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/staf,,,
STMP,Stamps.com Inc.,195.38,$3.54B,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp,,,
STND,Standard AVB Financial Corp.,30.12,$144.87M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stnd,,,
SBLK,Star Bulk Carriers Corp.,8.19,$753.6M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk,,,
SBLKZ,Star Bulk Carriers Corp.,24.9,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblkz,,,
SBUX,Starbucks Corporation,69.75,$86.74B,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux,,,
STFC,State Auto Financial Corporation,34.49,$1.49B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc,,,
GASS,"StealthGas, Inc.",3.32,$132.34M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass,,,
STCN,"Steel Connect, Inc.",1.84,$111.53M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn,,,
STLD,"Steel Dynamics, Inc.",37,$8.49B,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld,,,
SMRT,"Stein Mart, Inc.",1.13,$54.07M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/smrt,,,
SBOT,"Stellar Biotechnologies, Inc.",1.13,$6.02M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbot,,,
STML,"Stemline Therapeutics, Inc.",11.36,$361.26M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml,,,
SRCL,"Stericycle, Inc.",45.54,$4.13B,1996,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srcl,,,
SBT,"Sterling Bancorp, Inc.",9.95,$527.47M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sbt,,,
STRL,Sterling Construction Company Inc,13.4,$362.72M,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl,,,
SHOO,"Steven Madden, Ltd.",34.38,$3.01B,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/shoo,,,
SSFN,Stewardship Financial Corp,8.95,$77.67M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn,,,
SFIX,"Stitch Fix, Inc.",23.8,$2.37B,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/sfix,,,
SYBT,"Stock Yards Bancorp, Inc.",35.69,$811.91M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt,,,
BANX,StoneCastle Financial Corp,20.9737,$137.34M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banx,,,
STNE,StoneCo Ltd.,21.42,$5.93B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne,,,
SSKN,"Strata Skin Sciences, Inc.",3,$89.83M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn,,,
SSYS,"Stratasys, Ltd.",27.69,$1.49B,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys,,,
STRA,"Strategic Education, Inc.",114.9,$2.49B,1996,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stra,,,
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,23.1559,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hndl,,,
STRT,Strattec Security Corporation,32.16,$120.34M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt,,,
STRS,Stratus Properties Inc.,25.09,$204.84M,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs,,,
STRM,"Streamline Health Solutions, Inc.",1.16,$23.35M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/strm,,,
SBBP,Strongbridge Biopharma plc,4.74,$248.5M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp,,,
SUMR,"Summer Infant, Inc.",1.06,$19.92M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr,,,
SMMF,"Summit Financial Group, Inc.",24.67,$303.76M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf,,,
SSBI,Summit State Bank,12.45,$75.53M,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi,,,
SMMT,Summit Therapeutics plc,1.31,$42.02M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt,,,
WISA,"Summit Wireless Technologies, Inc.",2.66,$40.87M,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/wisa,,,
SNHY,Sun Hydraulics Corporation,34.2,$1.09B,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy,,,
SNDE,Sundance Energy Australia Limited,2.8855,$19.82M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde,,,
SNSS,"Sunesis Pharmaceuticals, Inc.",0.5095,$19.07M,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss,,,
STKL,"SunOpta, Inc.",4.3,$375.87M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl,,,
SPWR,SunPower Corporation,5.8,$818.29M,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr,,,
RUN,Sunrun Inc.,14.93,$1.67B,2015,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run,,,
SUNW,"Sunworks, Inc.",0.4651,$12.14M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw,,,
SPCB,"SuperCom, Ltd.",1.71,$25.58M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb,,,
SCON,Superconductor Technologies Inc.,1.66,$5.43M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon,,,
SGC,"Superior Group of Companies, Inc.",17.7,$270.33M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sgc,,,
SUPN,"Supernus Pharmaceuticals, Inc.",38.24,$2B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/supn,,,
SPRT,"support.com, Inc.",2.38,$45.01M,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/sprt,,,
SURF,"Surface Oncology, Inc.",5.46,$151.14M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/surf,,,
SGRY,"Surgery Partners, Inc.",13.1,$640.48M,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry,,,
SRDX,"Surmodics, Inc.",54.05,$728.72M,1998,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srdx,,,
STRO,"Sutro Biopharma, Inc.",10.9,$249.05M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/stro,,,
SIVB,SVB Financial Group,242.13,$12.73B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb,,,
SVMK,SVMK Inc.,14.1,$1.76B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk,,,
SYKE,"Sykes Enterprises, Incorporated",29.45,$1.26B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke,,,
SYMC,Symantec Corporation,23.41,$14.96B,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc,,,
SYNC,"Synacor, Inc.",1.7336,$67.61M,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync,,,
SYNL,Synalloy Corporation,14,$124.19M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/synl,,,
SYNA,Synaptics Incorporated,40.9,$1.41B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna,,,
SNCR,"Synchronoss Technologies, Inc.",8.27,$351.26M,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr,,,
SNDX,"Syndax Pharmaceuticals, Inc.",6.05,$150.26M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sndx,,,
SYNH,"Syneos Health, Inc.",52.66,$5.44B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh,,,
SGYP,"Synergy Pharmaceuticals, Inc.",0.2832,$70.24M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sgyp,,,
SYBX,"Synlogic, Inc.",9.56,$243.28M,2015,n/a,n/a,https://www.nasdaq.com/symbol/sybx,,,
SNPS,"Synopsys, Inc.",101.59,$15.19B,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps,,,
SES,"Synthesis Energy Systems, Inc.",0.749,$8.26M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ses,,,
THOR,"Synthorx, Inc.",15.97,$482.78M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/thor,,,
SYPR,"Sypris Solutions, Inc.",1.1,$23.54M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sypr,,,
SYRS,"Syros Pharmaceuticals, Inc.",6.71,$225.82M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syrs,,,
TROW,"T. Rowe Price Group, Inc.",97.09,$23.12B,1986,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow,,,
TTOO,"T2 Biosystems, Inc.",3.45,$151.93M,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ttoo,,,
TRHC,"Tabula Rasa HealthCare, Inc.",55.53,$1.14B,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc,,,
TCMD,"Tactile Systems Technology, Inc.",70.62,$1.3B,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd,,,
TAIT,Taitron Components Incorporated,1.9924,$11.22M,1995,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tait,,,
TLC,"Taiwan Liposome Company, Ltd.",6.04,$193.42M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlc,,,
TTWO,"Take-Two Interactive Software, Inc.",89.25,$10.1B,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo,,,
